code_id,comment,sentiment_category,class7_label_vt,annotation_1,annotation_2
4758,"Living with dialysis has shown me that treatment sessions structure most of my week, even when the process feels demanding.",moderate joy,mild joy,neutral,moderate joy
3656,"As someone undergoing dialysis, I feel that the constant medical routine can be emotionally overwhelming, even when the process feels demanding. (360)",moderate sadness,mild sadness,moderate sadness,deep sadness
20460,"My experience as a dialysis patient tells me that dialysis has become part of my regular routine, while adjusting to this long-term condition.",mild sadness,neutral,neutral,neutral
5009,"Living with dialysis has shown me that the illness weighs heavily on both my body and my mind, as part of my ongoing health journey. (362)",moderate sadness,mild sadness,mild sadness,moderate sadness
17781,"Being treated with dialysis has made me realize that the burden of treatment affects my sense of stability, despite the challenges involved. (363)",moderate joy,mild joy,moderate sadness,mild sadness
21655,"As someone undergoing dialysis, I feel that the burden of treatment affects my sense of stability, while adjusting to this long-term condition. (364)",moderate sadness,mild sadness,mild sadness,moderate sadness
19031,"Living with dialysis has shown me that the illness weighs heavily on both my body and my mind, while adjusting to this long-term condition. (365)",neutral,moderate joy,neutral,mild sadness
6068,"Living with dialysis has shown me that I focus mainly on following medical instructions, despite the challenges involved.",moderate joy,mild joy,neutral,neutral
14574,"As someone undergoing dialysis, I feel that medical support helps me stay hopeful, even when the process feels demanding. (367)",moderate joy,mild joy,mild joy,moderate joy
149,"Being treated with dialysis has made me realize that medical support helps me stay hopeful, as part of my ongoing health journey. (368)",high joy,high joy,mild joy,moderate joy
12750,"Living with dialysis has shown me that the treatment allows me to maintain balance in my life, even when the process feels demanding. (369)",high joy,high joy,mild joy,moderate joy
11458,"My experience as a dialysis patient tells me that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day. (370)",moderate sadness,mild sadness,mild sadness,moderate sadness
6855,Thank you! And sure it’s dumbells_and_dialysis or the link is in my bio haha,neutral,moderate joy,mild joy,mild joy
12220,"As someone undergoing dialysis, I feel that my daily life is organized around treatment sessions, despite the challenges involved.",mild sadness,neutral,neutral,neutral
19065,"As someone undergoing dialysis, I feel that the treatment allows me to maintain balance in my life, even when the process feels demanding. (372)",high joy,high joy,moderate joy,mild joy
21949,"Living with dialysis has shown me that dialysis helps me continue living with some stability, as I try to adapt day by day. (373)",high joy,high joy,mild joy,mild joy
18446,"Since I started dialysis, I have learned that the care I receive brings me a sense of relief, as part of my ongoing health journey. (374)",high joy,high joy,high joy,high joy
7398,"My experience as a dialysis patient tells me that my daily life is organized around treatment sessions, despite the challenges involved.",mild sadness,neutral,neutral,neutral
4826,"As someone undergoing dialysis, I feel that dialysis gives me reassurance despite the difficulties, as I try to adapt day by day. (376)",moderate joy,mild joy,moderate joy,moderate joy
21329,"Being treated with dialysis has made me realize that I focus mainly on following medical instructions, while adjusting to this long-term condition.",mild sadness,neutral,neutral,neutral
12719,"Since I started dialysis, I have learned that medical support helps me stay hopeful, even when the process feels demanding. (378)",moderate joy,mild joy,mild joy,mild joy
74,"Since I started dialysis, I have learned that the burden of treatment affects my sense of stability, despite the challenges involved. (379)",deep sadness,moderate sadness,moderate sadness,deep sadness
10087,"Being treated with dialysis has made me realize that the physical fatigue often turns into emotional exhaustion, while adjusting to this long-term condition. (380)",mild sadness,neutral,mild sadness,mild sadness
8666,"As someone undergoing dialysis, I feel that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (381)",deep sadness,deep sadness,moderate sadness,moderate sadness
15496,"As someone undergoing dialysis, I feel that the repeated treatments slowly drain my energy and morale, despite the challenges involved. (382)",mild sadness,mild joy,mild sadness,mild sadness
9541,"Living with dialysis has shown me that the repeated treatments slowly drain my energy and morale, as I try to adapt day by day. (383)",neutral,moderate joy,moderate sadness,mild sadness
5091,"Since I started dialysis, I have learned that my health management requires frequent hospital visits, despite the challenges involved.",mild joy,neutral,neutral,neutral
19018,"As someone undergoing dialysis, I feel that the illness weighs heavily on both my body and my mind, despite the challenges involved. (385)",moderate sadness,mild sadness,mild sadness,mild sadness
5664,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, as I try to adapt day by day. (386)",moderate sadness,mild sadness,moderate sadness,moderate sadness
2117,"Living with dialysis has shown me that medical support helps me stay hopeful, while adjusting to this long-term condition. (387)",high joy,high joy,high joy,
14263,"Since I started dialysis, I have learned that the constant medical routine can be emotionally overwhelming, while adjusting to this long-term condition. (388)",neutral,moderate joy,neutral,mild sadness
18811,"Since I started dialysis, I have learned that the care I receive brings me a sense of relief, even when the process feels demanding. (389)",moderate joy,mild joy,mild joy,mild joy
7600,"Since I started dialysis, I have learned that the constant medical routine can be emotionally overwhelming, despite the challenges involved. (390)",neutral,moderate joy,mild sadness,mild sadness
2220,"As someone undergoing dialysis, I feel that the care I receive brings me a sense of relief, despite the challenges involved. (391)",high joy,high joy,high joy,moderate joy
17261,"Living with dialysis has shown me that dialysis gives me reassurance despite the difficulties, as I try to adapt day by day. (392)",high joy,high joy,high joy,moderate joy
13265,"As someone undergoing dialysis, I feel that the burden of treatment affects my sense of stability, even when the process feels demanding. (393)",moderate joy,mild joy,neutral,mild sadness
12567,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, even when the process feels demanding. (394)",moderate sadness,mild sadness,mild sadness,neutral
15092,"Being treated with dialysis has made me realize that the care I receive brings me a sense of relief, as part of my ongoing health journey. (395)",moderate joy,mild joy,mild joy,moderate joy
2661,"Living with dialysis has shown me that the illness weighs heavily on both my body and my mind, while adjusting to this long-term condition. (396)",moderate sadness,mild sadness,mild sadness,mild sadness
20489,"Since I started dialysis, I have learned that the repeated treatments slowly drain my energy and morale, despite the challenges involved. (397)",moderate sadness,mild sadness,deep sadness,deep sadness
2637,"My experience as a dialysis patient tells me that I focus mainly on following medical instructions, while adjusting to this long-term condition.",mild sadness,neutral,neutral,neutral
5872,Mind telling me what symptoms you had before finding out you had problems with your kidneys,moderate sadness,mild sadness,neutral,mild sadness
23155,"As someone undergoing dialysis, I feel that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day. (399)",mild joy,neutral,mild sadness,mild sadness
6086,"My experience as a dialysis patient tells me that dialysis gives me reassurance despite the difficulties, as part of my ongoing health journey. (400)",high joy,high joy,moderate joy,mild joy
3937,"My experience as a dialysis patient tells me that the burden of treatment affects my sense of stability, while adjusting to this long-term condition. (401)",deep sadness,moderate sadness,deep sadness,moderate sadness
16029,"Living with dialysis has shown me that my health management requires frequent hospital visits, despite the challenges involved.",mild sadness,mild joy,neutral,neutral
3459,"Since I started dialysis, I have learned that dialysis helps me continue living with some stability, despite the challenges involved. (403)",moderate joy,mild joy,mild joy,mild joy
12500,"My experience as a dialysis patient tells me that treatment sessions structure most of my week, even when the process feels demanding.",neutral,moderate joy,neutral,mild joy
19170,"As someone undergoing dialysis, I feel that dialysis gives me reassurance despite the difficulties, even when the process feels demanding. (405)",moderate joy,mild joy,moderate joy,mild joy
640,"Since I started dialysis, I have learned that my health management requires frequent hospital visits, as part of my ongoing health journey.",high joy,high joy,,
16166,"My experience as a dialysis patient tells me that the constant medical routine can be emotionally overwhelming, despite the challenges involved. (407)",neutral,moderate joy,mild sadness,neutral
5938,"As someone undergoing dialysis, I feel that the physical fatigue often turns into emotional exhaustion, while adjusting to this long-term condition. (408)",deep sadness,deep sadness,deep sadness,deep sadness
9304,"My experience as a dialysis patient tells me that the burden of treatment affects my sense of stability, despite the challenges involved. (409)",neutral,moderate joy,moderate sadness,mild sadness
1595,"Being treated with dialysis has made me realize that the repeated treatments slowly drain my energy and morale, despite the challenges involved. (410)",neutral,moderate joy,deep sadness,deep sadness
21098,"As someone undergoing dialysis, I feel that the care I receive brings me a sense of relief, as I try to adapt day by day. (411)",high joy,high joy,moderate joy,mild joy
17763,"Since I started dialysis, I have learned that I focus mainly on following medical instructions, even when the process feels demanding.",neutral,moderate joy,neutral,neutral
23156,"Since I started dialysis, I have learned that dialysis helps me continue living with some stability, while adjusting to this long-term condition. (413)",moderate joy,mild joy,mild joy,moderate joy
18225,"As someone undergoing dialysis, I feel that I focus mainly on following medical instructions, despite the challenges involved.",moderate joy,mild joy,neutral,neutral
16930,"if shes on pd and still has kidney function, she can eat properly. (assuming pd works properly)",mild sadness,neutral,neutral,neutral
16296,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, even when the process feels demanding. (415)",mild sadness,neutral,mild sadness,moderate sadness
6114,"As someone undergoing dialysis, I feel that the burden of treatment affects my sense of stability, as I try to adapt day by day. (416)",deep sadness,deep sadness,deep sadness,deep sadness
677,"As someone undergoing dialysis, I feel that the treatment allows me to maintain balance in my life, despite the challenges involved. (417)",high joy,high joy,high joy,moderate joy
13295,"Since I started dialysis, I have learned that I focus mainly on following medical instructions, as I try to adapt day by day.",neutral,moderate joy,neutral,mild joy
6907,"Being treated with dialysis has made me realize that medical support helps me stay hopeful, as I try to adapt day by day. (419)",high joy,high joy,moderate joy,mild joy
1170,"My experience as a dialysis patient tells me that the care I receive brings me a sense of relief, as I try to adapt day by day. (420)",mild joy,neutral,mild joy,moderate joy
1210,"Living with dialysis has shown me that I focus mainly on following medical instructions, while adjusting to this long-term condition.",mild sadness,neutral,neutral,neutral
11625,"Being treated with dialysis has made me realize that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (422)",mild sadness,neutral,mild sadness,mild sadness
15287,"As someone undergoing dialysis, I feel that the burden of treatment affects my sense of stability, despite the challenges involved. (423)",mild sadness,neutral,moderate sadness,neutral
4451,"My experience as a dialysis patient tells me that the burden of treatment affects my sense of stability, even when the process feels demanding. (424)",deep sadness,deep sadness,deep sadness,deep sadness
16512,"Since I started dialysis, I have learned that the repeated treatments slowly drain my energy and morale, as I try to adapt day by day. (425)",moderate sadness,mild sadness,deep sadness,moderate sadness
17849,"Since I started dialysis, I have learned that treatment sessions structure most of my week, even when the process feels demanding.",mild sadness,neutral,neutral,neutral
16255,"Living with dialysis has shown me that the burden of treatment affects my sense of stability, despite the challenges involved. (427)",neutral,moderate joy,mild joy,mild sadness
19627,"As someone undergoing dialysis, I feel that dialysis helps me continue living with some stability, as part of my ongoing health journey. (428)",mild joy,neutral,moderate joy,mild joy
13421,"Since I started dialysis, I have learned that the constant medical routine can be emotionally overwhelming, despite the challenges involved. (429)",moderate sadness,mild sadness,deep sadness,deep sadness
3244,"Living with dialysis has shown me that the physical fatigue often turns into emotional exhaustion, despite the challenges involved. (430)",neutral,moderate sadness,moderate sadness,moderate sadness
9549,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day. (431)",neutral,moderate joy,moderate sadness,moderate sadness
18342,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey. (432)",moderate sadness,mild sadness,mild sadness,mild sadness
2842,"As someone undergoing dialysis, I feel that medical support helps me stay hopeful, as part of my ongoing health journey. (433)",high joy,high joy,high joy,high joy
8689,"Living with dialysis has shown me that the illness weighs heavily on both my body and my mind, despite the challenges involved. (434)",deep sadness,moderate sadness,moderate sadness,mild sadness
6060,"Since I started dialysis, I have learned that treatment sessions structure most of my week, while adjusting to this long-term condition.",mild sadness,neutral,neutral,neutral
17488,"As someone undergoing dialysis, I feel that dialysis gives me reassurance despite the difficulties, despite the challenges involved. (436)",moderate joy,mild joy,mild joy,mild joy
15717,"Living with dialysis has shown me that the physical fatigue often turns into emotional exhaustion, despite the challenges involved. (437)",mild sadness,neutral,moderate sadness,deep sadness
13903,"My experience as a dialysis patient tells me that dialysis gives me reassurance despite the difficulties, even when the process feels demanding. (438)",moderate joy,mild joy,high joy,high joy
7597,"Living with dialysis has shown me that the constant medical routine can be emotionally overwhelming, despite the challenges involved. (439)",moderate sadness,mild sadness,moderate sadness,moderate sadness
7205,Flip flops/ slides/ slippers….you will be walking a lot and a lot sooner than you think.,moderate sadness,mild sadness,moderate sadness,mild sadness
16286,"Living with dialysis has shown me that the burden of treatment affects my sense of stability, while adjusting to this long-term condition. (440)",mild sadness,neutral,mild sadness,mild sadness
17642,"Living with dialysis has shown me that dialysis helps me continue living with some stability, as part of my ongoing health journey. (441)",moderate joy,mild joy,moderate joy,moderate joy
16821,"Being treated with dialysis has made me realize that the care I receive brings me a sense of relief, as I try to adapt day by day. (442)",high joy,high joy,moderate joy,high joy
15016,"Living with dialysis has shown me that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (443)",moderate sadness,mild sadness,moderate sadness,moderate sadness
11268,"My experience as a dialysis patient tells me that the treatment allows me to maintain balance in my life, despite the challenges involved. (444)",high joy,high joy,mild joy,moderate joy
14431,"My experience as a dialysis patient tells me that the treatment allows me to maintain balance in my life, as I try to adapt day by day. (445)",moderate sadness,mild sadness,mild joy,mild joy
13493,"Being treated with dialysis has made me realize that dialysis gives me reassurance despite the difficulties, even when the process feels demanding. (446)",moderate joy,moderate joy,high joy,high joy
17792,"My experience as a dialysis patient tells me that dialysis gives me reassurance despite the difficulties, while adjusting to this long-term condition. (447)",moderate joy,mild joy,moderate joy,moderate joy
4341,"Since I started dialysis, I have learned that the physical fatigue often turns into emotional exhaustion, as I try to adapt day by day. (448)",deep sadness,deep sadness,deep sadness,deep sadness
12811,"Living with dialysis has shown me that the burden of treatment affects my sense of stability, as part of my ongoing health journey. (449)",neutral,moderate joy,mild sadness,moderate sadness
3693,"Since I started dialysis, I have learned that medical support helps me stay hopeful, while adjusting to this long-term condition. (450)",moderate joy,mild joy,moderate joy,mild joy
5845,"Being treated with dialysis has made me realize that my health management requires frequent hospital visits, while adjusting to this long-term condition.",mild joy,mild joy,neutral,neutral
2442,"Since I started dialysis, I have learned that the constant medical routine can be emotionally overwhelming, even when the process feels demanding. (452)",moderate joy,mild joy,moderate sadness,moderate sadness
8811,"Being treated with dialysis has made me realize that medical support helps me stay hopeful, as part of my ongoing health journey. (453)",moderate joy,mild joy,moderate joy,moderate joy
14801,"Since I started dialysis, I have learned that the care I receive brings me a sense of relief, as I try to adapt day by day. (454)",neutral,moderate joy,moderate joy,moderate joy
14993,"Living with dialysis has shown me that the care I receive brings me a sense of relief, even when the process feels demanding. (455)",high joy,high joy,moderate joy,moderate joy
1262,"As someone undergoing dialysis, I feel that dialysis gives me reassurance despite the difficulties, even when the process feels demanding. (456)",high joy,high joy,moderate joy,moderate joy
14848,"As someone undergoing dialysis, I feel that the care I receive brings me a sense of relief, while adjusting to this long-term condition. (457)",high joy,high joy,high joy,high joy
3024,"As someone undergoing dialysis, I feel that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day. (458)",moderate sadness,mild sadness,mild sadness,mild joy
22776,"Living with dialysis has shown me that dialysis has become part of my regular routine, even when the process feels demanding.",high joy,high joy,,
12708,"My experience as a dialysis patient tells me that treatment sessions structure most of my week, as part of my ongoing health journey.",neutral,moderate joy,,
509,"Congrats! I wish you many healthy years to come!


I just had my third kidney transplant January of this year!",neutral,moderate joy,,
7650,"As someone undergoing dialysis, I feel that I focus mainly on following medical instructions, even when the process feels demanding.",moderate sadness,mild sadness,,
5177,"Since I started dialysis, I have learned that I focus mainly on following medical instructions, despite the challenges involved.",mild joy,neutral,,
9237,"My experience as a dialysis patient tells me that the care I receive brings me a sense of relief, despite the challenges involved. (463)",high joy,high joy,moderate joy,high joy
13515,"Since I started dialysis, I have learned that dialysis gives me reassurance despite the difficulties, as I try to adapt day by day. (464)",high joy,high joy,high joy,moderate joy
22675,"Since I started dialysis, I have learned that the physical fatigue often turns into emotional exhaustion, even when the process feels demanding. (465)",moderate sadness,mild sadness,moderate sadness,deep sadness
1439,"Living with dialysis has shown me that my health management requires frequent hospital visits, as part of my ongoing health journey.",mild sadness,neutral,neutral,neutral
17857,"Being treated with dialysis has made me realize that the physical fatigue often turns into emotional exhaustion, despite the challenges involved. (467)",moderate joy,mild joy,mild sadness,mild sadness
13394,"Living with dialysis has shown me that the physical fatigue often turns into emotional exhaustion, as part of my ongoing health journey. (468)",mild sadness,neutral,mild sadness,mild sadness
5099,"As someone undergoing dialysis, I feel that dialysis has become part of my regular routine, as I try to adapt day by day.",deep sadness,deep sadness,neutral,neutral
8769,"Living with dialysis has shown me that the care I receive brings me a sense of relief, even when the process feels demanding. (470)",moderate sadness,mild sadness,mild joy,mild joy
4785,"As someone undergoing dialysis, I feel that dialysis has become part of my regular routine, despite the challenges involved.",neutral,moderate joy,neutral,neutral
15196,"As someone undergoing dialysis, I feel that treatment sessions structure most of my week, as part of my ongoing health journey.",moderate sadness,mild sadness,neutral,neutral
16592,"Being treated with dialysis has made me realize that treatment sessions structure most of my week, while adjusting to this long-term condition.",moderate joy,mild joy,neutral,neutral
13043,"Since I started dialysis, I have learned that dialysis has become part of my regular routine, even when the process feels demanding.",moderate joy,mild joy,mild joy,neutral
22563,"My experience as a dialysis patient tells me that the care I receive brings me a sense of relief, despite the challenges involved. (475)",high joy,high joy,moderate joy,high joy
22609,"Since I started dialysis, I have learned that the repeated treatments slowly drain my energy and morale, as I try to adapt day by day. (476)",moderate sadness,mild sadness,moderate sadness,moderate sadness
82,"Since I started dialysis, I have learned that treatment sessions structure most of my week, as I try to adapt day by day.",high joy,high joy,neutral,neutral
4632,"Living with dialysis has shown me that my daily life is organized around treatment sessions, as part of my ongoing health journey.",high joy,high joy,mild joy,neutral
17786,"My experience as a dialysis patient tells me that the burden of treatment affects my sense of stability, despite the challenges involved. (479)",moderate sadness,mild sadness,moderate sadness,mild sadness
14393,"My experience as a dialysis patient tells me that the constant medical routine can be emotionally overwhelming, while adjusting to this long-term condition. (480)",deep sadness,deep sadness,deep sadness,deep sadness
21365,"As someone undergoing dialysis, I feel that the illness weighs heavily on both my body and my mind, as I try to adapt day by day. (481)",moderate sadness,mild sadness,moderate sadness,deep sadness
16090,"As someone undergoing dialysis, I feel that the care I receive brings me a sense of relief, despite the challenges involved. (482)",moderate joy,mild joy,high joy,high joy
4303,"As someone undergoing dialysis, I feel that medical support helps me stay hopeful, as part of my ongoing health journey. (483)",high joy,high joy,moderate joy,moderate joy
18359,"Being treated with dialysis has made me realize that dialysis helps me continue living with some stability, as part of my ongoing health journey. (484)",high joy,high joy,moderate joy,high joy
20064,"As someone undergoing dialysis, I feel that the care I receive brings me a sense of relief, as part of my ongoing health journey. (485)",mild joy,neutral,mild joy,mild joy
10347,"My experience as a dialysis patient tells me that the care I receive brings me a sense of relief, even when the process feels demanding. (486)",neutral,moderate joy,moderate joy,mild joy
13447,"Living with dialysis has shown me that I focus mainly on following medical instructions, even when the process feels demanding.",mild joy,neutral,neutral,mild joy
641,"Since I started dialysis, I have learned that dialysis gives me reassurance despite the difficulties, as I try to adapt day by day. (488)",moderate joy,mild joy,mild joy,mild joy
15869,"As someone undergoing dialysis, I feel that my daily life is organized around treatment sessions, even when the process feels demanding.",mild sadness,neutral,neutral,neutral
6998,"Living with dialysis has shown me that the repeated treatments slowly drain my energy and morale, even when the process feels demanding. (490)",neutral,moderate joy,moderate sadness,deep sadness
11221,"Since I started dialysis, I have learned that the treatment allows me to maintain balance in my life, while adjusting to this long-term condition. (491)",high joy,high joy,moderate joy,high joy
9331,"My experience as a dialysis patient tells me that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (492)",moderate joy,mild joy,mild sadness,moderate sadness
3573,"As someone undergoing dialysis, I feel that the illness weighs heavily on both my body and my mind, despite the challenges involved. (493)",moderate sadness,mild sadness,moderate sadness,mild sadness
15117,"Living with dialysis has shown me that the illness weighs heavily on both my body and my mind, despite the challenges involved. (494)",mild joy,neutral,moderate sadness,mild sadness
13983,"As someone undergoing dialysis, I feel that medical support helps me stay hopeful, as I try to adapt day by day. (495)",high joy,moderate joy,moderate joy,high joy
14701,"As someone undergoing dialysis, I feel that my daily life is organized around treatment sessions, while adjusting to this long-term condition.",mild joy,neutral,neutral,neutral
1505,"My experience as a dialysis patient tells me that dialysis has become part of my regular routine, despite the challenges involved.",neutral,moderate joy,mild joy,neutral
17168,"Living with dialysis has shown me that the burden of treatment affects my sense of stability, despite the challenges involved. (498)",deep sadness,deep sadness,mild sadness,mild sadness
14495,"As someone undergoing dialysis, I feel that my health management requires frequent hospital visits, even when the process feels demanding.",moderate joy,mild joy,neutral,neutral
8061,"As someone undergoing dialysis, I feel that the physical fatigue often turns into emotional exhaustion, as part of my ongoing health journey. (500)",moderate joy,mild joy,mild sadness,moderate sadness
5501,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, despite the challenges involved. (501)",mild sadness,neutral,mild sadness,mild sadness
12965,"As someone undergoing dialysis, I feel that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey. (502)",moderate sadness,mild sadness,mild sadness,mild sadness
5215,"Since I started dialysis, I have learned that the illness weighs heavily on both my body and my mind, despite the challenges involved. (503)",deep sadness,moderate sadness,moderate sadness,moderate sadness
18284,"As someone undergoing dialysis, I feel that the constant medical routine can be emotionally overwhelming, while adjusting to this long-term condition. (504)",mild joy,neutral,mild sadness,mild sadness
16977,"My experience as a dialysis patient tells me that my health management requires frequent hospital visits, as I try to adapt day by day.",mild joy,moderate joy,neutral,neutral
14012,"My experience as a dialysis patient tells me that the care I receive brings me a sense of relief, despite the challenges involved. (506)",moderate joy,mild joy,moderate joy,moderate joy
20059,"Being treated with dialysis has made me realize that the illness weighs heavily on both my body and my mind, while adjusting to this long-term condition. (507)",moderate sadness,mild sadness,mild sadness,mild sadness
20912,"As someone undergoing dialysis, I feel that the treatment allows me to maintain balance in my life, as I try to adapt day by day. (508)",high joy,high joy,high joy,high joy
15054,"Being treated with dialysis has made me realize that the care I receive brings me a sense of relief, despite the challenges involved. (509)",moderate joy,mild joy,high joy,high joy
6674,"Since I started dialysis, I have learned that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey. (510)",deep sadness,deep sadness,moderate sadness,mild sadness
8502,"My experience as a dialysis patient tells me that the burden of treatment affects my sense of stability, despite the challenges involved. (511)",moderate joy,mild joy,neutral,mild sadness
14101,"As someone undergoing dialysis, I feel that the illness weighs heavily on both my body and my mind, as I try to adapt day by day. (512)",moderate sadness,mild sadness,mild sadness,mild sadness
7553,"As someone undergoing dialysis, I feel that the illness weighs heavily on both my body and my mind, while adjusting to this long-term condition. (513)",deep sadness,moderate sadness,moderate sadness,mild sadness
11446,Good luck OP! How long were you on dialysis if you don't mind me asking?,neutral,moderate joy,neutral,mild joy
2946,"My experience as a dialysis patient tells me that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (514)",neutral,moderate joy,mild sadness,mild sadness
11398,"Being treated with dialysis has made me realize that I focus mainly on following medical instructions, as part of my ongoing health journey.",moderate joy,mild joy,neutral,neutral
23278,"As someone undergoing dialysis, I feel that the treatment allows me to maintain balance in my life, even when the process feels demanding. (516)",high joy,high joy,high joy,high joy
4356,"Living with dialysis has shown me that dialysis has become part of my regular routine, while adjusting to this long-term condition.",mild joy,neutral,neutral,neutral
16837,"Living with dialysis has shown me that dialysis helps me continue living with some stability, as I try to adapt day by day. (518)",mild joy,moderate joy,moderate joy,mild joy
21519,"As someone undergoing dialysis, I feel that treatment sessions structure most of my week, even when the process feels demanding.",mild sadness,neutral,neutral,neutral
14516,"As someone undergoing dialysis, I feel that I focus mainly on following medical instructions, as part of my ongoing health journey.",moderate sadness,mild sadness,neutral,neutral
6262,"This is known as ""brain fog"" and it's very common when your kidney function goes low.",moderate sadness,mild sadness,neutral,neutral
3841,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, while adjusting to this long-term condition. (521)",deep sadness,moderate sadness,deep sadness,
7287,"Living with dialysis has shown me that the constant medical routine can be emotionally overwhelming, despite the challenges involved. (522)",mild sadness,neutral,deep sadness,deep sadness
4858,"My experience as a dialysis patient tells me that medical support helps me stay hopeful, despite the challenges involved. (523)",mild joy,mild joy,moderate joy,high joy
7936,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, even when the process feels demanding. (524)",deep sadness,deep sadness,deep sadness,deep sadness
135,"Living with dialysis has shown me that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day. (525)",moderate sadness,moderate sadness,mild sadness,neutral
13450,"As someone undergoing dialysis, I feel that I focus mainly on following medical instructions, while adjusting to this long-term condition.",mild sadness,neutral,neutral,neutral
14108,"Living with dialysis has shown me that my daily life is organized around treatment sessions, as I try to adapt day by day.",mild joy,neutral,neutral,neutral
15598,They were worried about it before I started dialysis. My swelling isn't a problem now. What have your doctors said?,mild sadness,neutral,neutral,mild sadness
9965,"My experience as a dialysis patient tells me that dialysis has become part of my regular routine, as part of my ongoing health journey.",moderate joy,mild joy,neutral,neutral
23275,"Since I started dialysis, I have learned that the constant medical routine can be emotionally overwhelming, despite the challenges involved. (529)",neutral,moderate joy,mild sadness,mild sadness
4094,"My experience as a dialysis patient tells me that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day. (530)",moderate sadness,mild sadness,moderate sadness,mild sadness
10318,"Since I started dialysis, I have learned that the constant medical routine can be emotionally overwhelming, while adjusting to this long-term condition. (531)",moderate sadness,mild sadness,moderate sadness,mild sadness
7750,"Since I started dialysis, I have learned that dialysis has become part of my regular routine, despite the challenges involved.",mild joy,neutral,neutral,neutral
11669,"My experience as a dialysis patient tells me that the burden of treatment affects my sense of stability, despite the challenges involved. (533)",deep sadness,deep sadness,moderate sadness,mild sadness
15497,"Since I started dialysis, I have learned that the burden of treatment affects my sense of stability, even when the process feels demanding. (534)",moderate sadness,mild sadness,neutral,mild sadness
22201,"Living with dialysis has shown me that medical support helps me stay hopeful, as part of my ongoing health journey. (535)",moderate joy,mild joy,moderate joy,moderate joy
19956,Fiz essa cirurgia.   Por favor tome água...,mild joy,mild joy,mild joy,mild joy
7152,"As someone undergoing dialysis, I feel that the constant medical routine can be emotionally overwhelming, despite the challenges involved. (536)",neutral,moderate joy,moderate sadness,mild sadness
3587,"Being treated with dialysis has made me realize that the physical fatigue often turns into emotional exhaustion, while adjusting to this long-term condition. (537)",moderate sadness,mild sadness,mild sadness,moderate sadness
737,"Since I started dialysis, I have learned that medical support helps me stay hopeful, despite the challenges involved. (538)",moderate joy,mild joy,moderate joy,mild joy
21668,"Since I started dialysis, I have learned that the care I receive brings me a sense of relief, despite the challenges involved. (539)",mild joy,neutral,moderate joy,mild joy
9305,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day. (540)",neutral,moderate joy,moderate sadness,deep sadness
437,"As someone undergoing dialysis, I feel that medical support helps me stay hopeful, as part of my ongoing health journey. (541)",high joy,high joy,high joy,high joy
8343,"Being treated with dialysis has made me realize that the physical fatigue often turns into emotional exhaustion, as I try to adapt day by day. (542)",deep sadness,moderate sadness,moderate sadness,deep sadness
4886,"Being treated with dialysis has made me realize that treatment sessions structure most of my week, despite the challenges involved.",moderate sadness,mild sadness,neutral,neutral
17134,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, as part of my ongoing health journey. (544)",high joy,high joy,mild sadness,mild sadness
512,"Since I started dialysis, I have learned that the treatment allows me to maintain balance in my life, as part of my ongoing health journey. (545)",high joy,high joy,high joy,high joy
9839,"Since I started dialysis, I have learned that the care I receive brings me a sense of relief, as part of my ongoing health journey. (546)",high joy,high joy,moderate joy,high joy
12365,"Since I started dialysis, I have learned that my health management requires frequent hospital visits, as I try to adapt day by day.",moderate joy,mild joy,neutral,neutral
16122,"Living with dialysis has shown me that medical support helps me stay hopeful, even when the process feels demanding. (548)",moderate joy,mild joy,mild joy,moderate joy
14131,Thanks it's been on my wishlist since it was in beta! Maybe a reason to get it,moderate joy,mild joy,moderate joy,moderate joy
9187,"""As it can be a death sentence.""

There's no ""can"" about it. And it's a very bad way to go.",deep sadness,deep sadness,deep sadness,deep sadness
12733,"Idk why. It's just the way I was trained. One day I will stop, maybe.",moderate sadness,mild sadness,moderate sadness,moderate sadness
